Match,Date,Vs,Ground,Wkts,Agg,Avg,Economy,Overs
1,09-04-2018,4,1,1,1,30,7.5,4
2,14-04-2018,3,2,3,4,14,6.5,4
3,19-04-2018,7,2,1,5,16.2,6.25,4
4,22-04-2018,2,1,1,6,17.17,7.33,3
5,05-05-2018,8,1,0,6,22.67,8.25,4
6,07-05-2018,6,1,1,7,23.29,6.75,4
7,10-05-2018,8,2,0,8,26.75,12.75,4
8,13-05-2018,2,2,0,8,31.5,9.5,4
9,19-05-2018,3,1,0,8,35.63,8.25,4
10,22-05-2018,2,2,1,9,33.22,4.42,3.1
11,25-05-2018,3,2,0,9,37.44,9.5,4
12,27-05-2018,2,2,0,9,39.33,4.25,4
