Match,Date,Vs,Ground,Wkts,Agg,Avg,Economy,Overs
32,08-04-2018,7,2,0,0,0,13,2
33,11-04-2018,4,2,1,1,55,7.57,3.5
34,14-04-2018,5,2,1,2,45.5,9,4
35,16-04-2018,3,2,1,3,48,13.25,4
